Name	RADeg	DecDeg	RAHour	RAMinute	RASecond	DecSign	DecDeg	DecMinute	DecSecond	Type	Constellation	Magnitude	Info
MCG 9-20-111	183.35	50.77	12	13.4		1	50	46		Galaxy	CVn	14	eF, S, stellar
NGC 4180	183.35	4.05	12	13.4		1	4	3			Vir		vS (vS Cl?)
UGC 7222	183.33	43.70	12	13.3		1	43	42		Galaxy	CVn	13	Size: 5.0  vF, cL, mE 170deg +/-
ESO 130-SC10	183.40	-62.70	12	13.6		-1	62	42			Cru		Cl, mC, st eS
UGC 7225	183.35	28.52	12	13.4		1	28	31		Galaxy	Com	13	cF, L, R, gbM
UGC 7223;Ho 348b	183.53	14.73	12	14.1		1	14	44		Galaxy	Com	14	Size: 1.4  pF, S, R, sp M98
	183.35	50.73	12	13.4		1	50	44		Galaxy	CVn	14	pB, S, lE
MCG 2-31-23	183.55	-12.55	12	14.2		-1	12	33		Galaxy	Crv	14	eF, pS
IC 3050	183.45	13.43	12	13.8		1	13	26		Galaxy	Com	11.7	Size: 2.5  F, L, lE, vglbM, r; = IC 3050
UGC 7232	183.43	36.63	12	13.7		1	36	38		Galaxy	CVn	13	Size: 1.7  cF, pS, R, vglbM, r
UGC 7233	183.48	7.20	12	13.9		1	7	12		Galaxy	Vir	14	cF, R, bM, near S*
M 98	183.45	14.90	12	13.8		1	14	54		Galaxy	Com	10.1	Size: 9.5  B, vL, vmE 152deg , vsvmbM; =
IC 3051	183.48	13.17	12	13.9		1	13	10		Galaxy	Vir	12.4	Size: 2.3  vF, pL, E, vgbM; = IC 3051
UGC 7241	183.55	54.53	12	14.2		1	54	32		Galaxy	UMa	12.4	Size: 2.5  pB, vS, vsbM *12
UGC 7244	183.55	59.62	12	14.2		1	59	37		Galaxy	UMa	15	eF
UGC 7245	183.60	28.42	12	14.4		1	28	25		Galaxy	Com	14	Size: 1.6  pB, S, R, vsmbM *
UGC 7247	183.65	5.80	12	14.6		1	5	48		Galaxy	Vir	13	Size: 3.5  pF, pmE, vgbM
UGC 7246	183.58	56.02	12	14.3		1	56	1		Galaxy	UMa	14	pF, pS, lE, gbM
UGC 7253	183.70	59.90	12	14.8		1	59	54		Galaxy	UMa	15	vF, S
UGC 7251	183.70	12.18	12	14.8		1	12	11		Galaxy	Vir	14	cF, lE, lbM
MCG 2-31-24	183.68	-11.57	12	14.7		-1	11	34		Galaxy	Vir	14	eF, eS, R, bMN
UGC 7337	184.55	-1.07	12	18.2		-1	1	4		Galaxy	Vir	14	F, irr, cometary, F* 1' nf
UGC 7256	183.78	33.20	12	15.1		1	33	12		Galaxy	Com	10.7	Size: 3.6  vB, S, R, psmbM
UGC 7261	183.80	20.65	12	15.2		1	20	39		Galaxy	Com	13	Size: 4.2  vF, cL, iR, vgbM
UGC 7258	183.73	63.80	12	14.9		1	63	48		Galaxy	Dra	14	pB, pS, R, *12 f, ln
IC 3064	183.83	13.03	12	15.3		1	13	2		Galaxy	Vir	12.1	Size: 5.2  F, vmE
UGC 7268	183.88	9.58	12	15.5		1	9	35		Galaxy	Vir	13	Size: 1.8  pF, pS, lE, *14 np
NGC 4212	183.85	13.90	12	15.4		1	13	54			Com		nonexistent
	183.88	28.52	12	15.5		1	28	31			Com		F, pS
UGC 7264	183.83	65.98	12	15.3		1	65	59		Galaxy	Dra	13	Size: 2.2  pF, pS, R, vgbM
	183.90	28.18	12	15.6		1	28	11		Galaxy	Com	14	Size: 1.4  vF, eS, mbM
NGC 4208	183.93	13.90	12	15.7		1	13	54		Galaxy	Com	11.2	Size: 3.0  B, L, E 107deg , g, sbM, r
UGC 7276	183.93	23.98	12	15.7		1	23	59		Galaxy	Com	14	cF, vS, R
NGC 4228	183.90	36.33	12	15.6		1	36	20		Galaxy	CVn	9.7	Size: 7.9  cB, cL, iE, biN
UGC 7281	183.98	6.40	12	15.9		1	6	24		Galaxy	Vir	13	Size: 1.9  B, pS, E, sbM *11
UGC 7284	183.98	13.15	12	15.9		1	13	9		Galaxy	Vir	10	Size: 8.3  vB, vL, vmE 17deg , sbMN
UGC 7282	183.95	47.10	12	15.8		1	47	6		Galaxy	CVn	12	Size: 5.5  pF, L, mE 45deg , **  n, p of
UGC 7283	183.95	48.13	12	15.8		1	48	8		Galaxy	CVn	13	Size: 1.2  vF, vS
ESO 267-37	184.10	-43.33	12	16.4		-1	43	20		Galaxy	Cen	12	Size: 4.5  pF, pL, pmE, vglbM
UGC 7290	184.05	47.88	12	16.2		1	47	53		Galaxy	CVn	12	Size: 4.1  cB, pL, pmE 134deg , psbM
UGC 7288	184.00	66.23	12	16		1	66	14		Galaxy	Dra	14	Size: 2.3  pB, S, R, psbM
IC 3087	184.10	13.32	12	16.4		1	13	19		Galaxy	Com	14	Size: 3.3  vF, pS, R
IC 3102	184.13	6.70	12	16.5		1	6	42			Vir		pF, pL, R, r; = 4241?
UGC 7292	184.15	7.47	12	16.6		1	7	28		Galaxy	Vir	11.8	Size: 2.4  pB, pS, lE, gbM, r
MCG 2-31-27	184.18	-12.30	12	16.7		-1	12	18		Galaxy	Crv	14	"F, eS, R, * 170deg , 60"""
UGC 7297	184.10	47.03	12	16.4		1	47	2		Galaxy	CVn	14	Size: 1.3  F, S, lE, f of 2
UGC 7296	184.13	33.52	12	16.5		1	33	31		Galaxy	CVn	14	Size: 1.8  F, vS, vlE, psbM, sp of 2
NGC 4214	184.15	36.33	12	16.6		1	36	20			CVn		vF, L, R, gbM; = 4214?
UGC 7299	184.18	33.57	12	16.7		1	33	34		Galaxy	CVn	14	cF, vS, lE, psbM, nf of 2
OCL 874	184.33	-55.13	12	17.3		-1	55	8		Open Cluster	Cen	9	Size: 6.  Cl, F, pL, iF, st 13...15
UGC 7304	184.20	47.45	12	16.8		1	47	27		Galaxy	CVn	15	Size: 1.4  vF, vS, n of Dneb
UGC 7303	184.20	47.43	12	16.8		1	47	26		Galaxy	CVn	15	Size: 1.5  vF, vS, s of Dneb
UGC 7311	184.28	7.62	12	17.1		1	7	37		Galaxy	Vir	11.9	Size: 2.3  pF, R, vsbMSN
Ho 358a	184.30	3.68	12	17.2		1	3	41		Galaxy	Vir	12.9	Size: 1.3  pB, L, R, gbM
IC 3098	184.30	7.18	12	17.2		1	7	11		Galaxy	Vir	11.6	Size: 4.3  pB, pL, pmE, bM, p of 2
UGC 7306	184.18	69.47	12	16.7		1	69	28		Galaxy	Dra	9.7	Size: 18.6  vF, eL, mE 160deg +/- , vgbM
UGC 7315	184.30	15.32	12	17.2		1	15	19		Galaxy	Com	11.7	Size: 2.3  pB, pL, lE, vgbM, r
UGC 7308	184.23	63.42	12	16.9		1	63	25		Galaxy	Dra	14	Size: 1.9  vF, pS, iR, vglbM
UGC 7316	184.33	16.53	12	17.3		1	16	32		Galaxy	Com	13	F, pL, R
NGC 4243	184.35	-9.93	12	17.4		-1	9	56		Galaxy	Vir	14	pB, S, *12 sp 0'.5
IC 3102	184.35	6.68	12	17.4		1	6	41		Galaxy	Vir	12	Size: 2.5  vF, L, vgbM, *7 s; = IC 3102
UGC 7323	184.38	45.62	12	17.5		1	45	37		Galaxy	CVn	11	Size: 4.8  vF, cL, iR, vgbM, r
NGC 4240	184.40	-11.32	12	17.6		-1	11	19			Vir		pB, eS, pB* close p
UGC 7322	184.38	37.82	12	17.5		1	37	49		Galaxy	CVn	10.2	Size: 16.2  pB, vL, eE 43deg , vgbM
UGC 7328	184.40	29.60	12	17.6		1	29	36		Galaxy	Com	11.4	Size: 3.3  cB, pL, vlE, smbM, r
IC 3113	184.50	7.18	12	18		1	7	11		Galaxy	Vir	12.7	Size: 2.5  eF
Ho 359c	184.50	7.27	12	18		1	7	16		Galaxy	Vir	15	Size: 0.7  F, S, R, bM, 6' n of 4246
UGC 7335	184.45	47.42	12	17.8		1	47	25		Galaxy	CVn	12.6	Size: 3.0  vF, S, pmE, psbM
MCG 1-31-39	184.50	5.60	12	18		1	5	36		Galaxy	Vir	15	F
UGC 7329	184.35	70.80	12	17.4		1	70	48		Galaxy	Dra	13	Size: 2.7  pB, S, R, pgbM
UGC 7338	184.53	28.17	12	18.1		1	28	10		Galaxy	Com	12	Size: 4.2  vB, S, E, vsvmbMN, *6-7 f 90s
UGC 7343	184.63	5.57	12	18.5		1	5	34		Galaxy	Vir	15	Size: 1.5  F, E
UGC 7344	184.60	29.82	12	18.4		1	29	49		Galaxy	Com	14	Size: 1.1  vF, vS, R
M 99	184.70	14.42	12	18.8		1	14	25		Galaxy	Com	9.8	Size: 5.4  !! B, L, R, gbM, r, 3-branche
UGC 7348	184.75	4.80	12	19		1	4	48		Galaxy	Vir	13	S, pmbM
UGC 7351	184.68	65.90	12	18.7		1	65	54		Galaxy	Dra	12	Size: 4.6  pB, L, cE 38deg , bMBN
MCG 1-31-49	184.78	5.73	12	19.1		1	5	44		Galaxy	Vir	15	Size: 1.2  vF, pS, R, *18 s 2'
M 106	184.75	47.30	12	19		1	47	18		Galaxy	CVn	8.3	Size: 18.2  vB, vL, vmE 0deg , sbMBN; = 
UGC 7359	184.85	5.38	12	19.4		1	5	23		Galaxy	Vir	13.6	Size: 1.1  F, pS, R
UGC 7361	184.85	6.10	12	19.4		1	6	6		Galaxy	Vir	11.8	Size: 2.6  pB, E, psbM
UGC 7360	184.85	5.82	12	19.4		1	5	49		Galaxy	Vir	10.3	Size: 3.9  pB, pS, R, gbM
UGC 7365	184.88	14.88	12	19.5		1	14	53		Galaxy	Com	11.5	Size: 2.2  B, S, R, r
NGC 4265	184.93	-12.25	12	19.7		-1	12	15		Galaxy	Crv	14	vF, pL, iF; = 4265
UGC 7364	184.90	5.85	12	19.6		1	5	51		Galaxy	Vir	12.9	Size: 1.1  F, pS, R, gbM
NGC 4263	184.93	-12.25	12	19.7		-1	12	15		Galaxy	Crv	14	vF, pS, R
UGC 7368	184.93	5.53	12	19.7		1	5	32		Galaxy	Vir	15	Size: 2.1  pF
UGC 7373	184.95	12.80	12	19.8		1	12	48		Galaxy	Vir	10.9	Size: 3.5  pB, vS, R, vsmbM
UGC 7371	184.95	5.28	12	19.8		1	5	17		Galaxy	Vir	12.7	Size: 1.6  pF, S, 2nd of 6 neb
UGC 7372; Ho 365a	184.95	6.02	12	19.8		1	6	1		Galaxy	Vir	14	"Size: 1.5  pF, S, R, *9 f 1s .7, n 85"""
UGC 7376	184.95	5.47	12	19.8		1	5	28		Galaxy	Vir	12.2	Size: 2.2  pB, S, R
UGC 7375	184.90	56.75	12	19.6		1	56	45		Galaxy	UMa	13	pB, pL, iF
UGC 7378	184.95	30.33	12	19.8		1	30	20		Galaxy	Com	14	cF, S, iR, gmbM
UGC 7380	184.98	5.35	12	19.9		1	5	21		Galaxy	Vir	11.9	Size: 2.3  pB, L, E, gbM
UGC 7377	184.95	29.62	12	19.8		1	29	37		Galaxy	Com	10.4	Size: 6.9  vB, vL, E 90deg , mbMN
UGC 7382	184.98	27.62	12	19.9		1	27	37		Galaxy	Com	13	Size: 1.0  F, S, vlE, gbM, *15 nr
UGC 7385	185.05	7.70	12	20.2		1	7	42		Galaxy	Vir	14	pF, pL
MCG 1-32-9	185.03	5.35	12	20.1		1	5	21		Galaxy	Vir	13.5	Size: 0.9  vF, eS
UGC 7386	185.03	29.28	12	20.1		1	29	17		Galaxy	Com	10.2	Size: 3.6  vB, pL, R, mbM, r, 1st of 3
MCG 2-32-3	185.10	-11.67	12	20.4		-1	11	40		Galaxy	Vir	14	eeF, vS, R
	185.10	-11.68	12	20.4		-1	11	41			Vir		eF, vS, R
UGC 7389	185.10	5.38	12	20.4		1	5	23		Galaxy	Vir	11.3	Size: 3.1  B, vL, R, pgbM
MCG 1-32-13	185.10	5.58	12	20.4		1	5	35		Galaxy	Vir	14	pF
UGC 7390	185.08	29.32	12	20.3		1	29	19		Galaxy	Com	12	Size: 1.4  B, S, R, bM, 2nd of 3
UGC 7393	185.05	58.10	12	20.2		1	58	6		Galaxy	UMa	14	cF, lE, p of 2
MCG 2-32-4	185.18	-11.65	12	20.7		-1	11	39		Galaxy	Vir	14	eeF, pS, R
IC 3181	185.18	29.35	12	20.7		1	29	21		Galaxy	Com	15	Size: 1.9  vF, 3rd of 3; = IC 3181
MCG 1-32-14	185.20	5.65	12	20.8		1	5	39		Galaxy	Vir	15	pF
UGC 7399	185.15	46.28	12	20.6		1	46	17		Galaxy	CVn	13	Size: 2.3  vF, pS, R, vgbM, r
UGC 7403	185.25	3.72	12	21		1	3	43		Galaxy	Vir	14	Size: 3.9  vF, S, *8.5 12s  f
UGC 7402	185.20	58.10	12	20.8		1	58	6		Galaxy	UMa	12	Size: 2.5  pB, L, R, gmbM
UGC 7397	185.08	75.37	12	20.3		1	75	22		Galaxy	Dra	12	Size: 2.2  pB, vS, R, lbM, 3 st f
UGC 7404; Ho 375a	185.33	4.60	12	21.3		1	4	36		Galaxy	Vir	14	"Size: 2.1  F, S, R, vglbM, *9 np 72"""
UGC 7405	185.30	18.38	12	21.2		1	18	23		Galaxy	Com	11	Size: 6.0  F, vL, E, lbM, r
UGC 7407	185.33	11.52	12	21.3		1	11	31		Galaxy	Vir	12.1	Size: 3.1  F, L, mE 135deg +/- , biN, p 
MCG 5-29-68	185.30	28.15	12	21.2		1	28	9		Galaxy	Com		vF, S
UGC 7409	185.38	6.67	12	21.5		1	6	40		Galaxy	Vir	14	vF, vS
MCG 1-32-18	185.38	6.67	12	21.5		1	6	40		Galaxy	Vir	14	eF, eS
UGC 7412	185.38	14.60	12	21.5		1	14	36		Galaxy	Com	11.4	Size: 3.2  F, L, E, vgbM, p of 2
UGC 7414	185.43	11.50	12	21.7		1	11	30		Galaxy	Vir	12.5	Size: 1.7  F, L, lE, vgbM, f of 2
UGC 7413	185.43	5.38	12	21.7		1	5	23		Galaxy	Vir	14	F, lE, vgbM
NGC 4303A	185.40	4.78	12	21.6		1	4	47		Galaxy	Vir	15	Size: 1.4  F, E, 10' nf 4292
UGC 7418	185.43	14.60	12	21.7		1	14	36		Galaxy	Com	11.6	Size: 5.2  L, vmE 177deg , f of 2
M 61	185.48	4.47	12	21.9		1	4	28		Galaxy	Vir	9.7	Size: 6.0  vB, vL, vsbM*, biN; = M61
ESO 380-20	185.55	-33.48	12	22.2		-1	33	29		Galaxy	Hya	12	Size: 2.4  vF, vL, R, vgvlbM, r
UGC 7432;Ho 381a	185.53	12.73	12	22.1		1	12	44		Galaxy	Vir	12.6	Size: 2.2  vF, R
Ho 381b	185.53	12.78	12	22.1		1	12	47		Galaxy	Vir	14	Size: 1.6  vF, pL, R, 4305 sp
Ho 380a	185.53	9.03	12	22.1		1	9	2		Galaxy	Vir	13	Size: 3.7  pF, L, mE, 3 knots
UGC 7426	185.48	30.05	12	21.9		1	30	3		Galaxy	Com	14	Size: 1.0  vF, S, vF st inv, np 4314
Ho 382a	185.55	7.15	12	22.2		1	7	9		Galaxy	Vir	14	Size: 2.0  F, S, *11 f 12s
NGC 4338	185.60	29.20	12	22.4		1	29	12		Galaxy	Com	13	Size: 2.6  F, cL, lE, n of 2
	185.60	29.20	12	22.4		1	29	12		Galaxy	Com	13	Size: 2.3  F, s of 2
UGC 7442	185.63	15.53	12	22.5		1	15	32		Galaxy	Com	11.8	Size: 4.7  pB, cL, E, gbM
UGC 7445	185.65	11.80	12	22.6		1	11	48		Galaxy	Vir	13	Size: 3.9  vF, L, E 135deg +/- , r
UGC 7443	185.65	29.88	12	22.6		1	29	53		Galaxy	Com	10.5	Size: 4.8  cB, L, E 150deg +/- , sbM, * 
	185.68	9.32	12	22.7		1	9	19			Vir		vF, vS
UGC 7447	185.70	9.35	12	22.8		1	9	21		Galaxy	Vir	14	vF, S, mE, 2 knots
	185.65	31.05	12	22.6		1	31	3		Star	Com		F, S
UGC 7446	185.68	8.20	12	22.7		1	8	12		Galaxy	Vir	14	Size: 0.9  eF, *8 n 5'
UGC 7429	185.43	75.32	12	21.7		1	75	19		Galaxy	Dra	12	Size: 3.1  pB, pS, vlE, sbM
UGC 7452	185.78	10.55	12	23.1		1	10	33		Galaxy	Vir	15	F, vS, sp of 2
M 100	185.73	15.82	12	22.9		1	15	49		Galaxy	Com	9.4	Size: 6.9  !! pF, vL, R, vg, psbMrN, 2-b
NGC 4323	185.75	15.90	12	23		1	15	54		Galaxy	Com	13.9	Size: 1.3  1st of 2, vF, n of M100
MCG 3-32-16	185.73	15.90	12	22.9		1	15	54			Com		2nd of 2, vF, n of M100; = 4322?
Ho 388a	185.78	5.25	12	23.1		1	5	15		Galaxy	Vir	13	Size: 2.5  pB, R or lE, bM
NGC 4368	185.80	10.63	12	23.2		1	10	38		Galaxy	Vir	15	vF, vS, iR, nf of 2
UGC 7454	185.80	6.07	12	23.2		1	6	4		Galaxy	Vir	14	Size: 1.7  vF, S, R, bM, 1st of 3
	185.80	15.78	12	23.2		1	15	47			Com		vF, s of 4328
MCG 3-32-19	185.83	15.80	12	23.3		1	15	48		Galaxy	Com	13.5	Size: 1.5  F, S, R, r
MCG 2-32-9	185.85	-12.57	12	23.4		-1	12	34		Galaxy	Crv	14	Size: 1.2  vF, vS, R, bMN
UGC 7456	185.83	11.38	12	23.3		1	11	23		Galaxy	Vir	14	vF, L, mE
UGC 7449	185.60	76.18	12	22.4		1	76	11		Galaxy	Dra	15	Size: 2.0  eF, E 0deg +/-
UGC 7453	185.70	65.85	12	22.8		1	65	51		Galaxy	Dra	13	Size: 2.3  pF, S, vlE, vgbM
MCG 1-32-34	185.85	6.03	12	23.4		1	6	2		Galaxy	Vir	14	Size: 1.1  F, pS, R, bM, 2nd of 3
UGC 7458	185.85	7.47	12	23.4		1	7	28		Galaxy	Vir	14	Size: 2.4  pF, S, R, * vnr
UGC 7455	185.75	58.45	12	23		1	58	27		Galaxy	UMa	14	Size: 2.2  pB, S, E, gbM
IC 3254	185.90	19.45	12	23.6		1	19	27		Galaxy	Com	13	vF, pL, iR, biN?
OCL 878	185.98	-58.13	12	23.9		-1	58	8		Open Cluster	Cru	8.9	Size: 4.  Cl, pRi, lC, st 12...14
NGC 4310	185.78	28.92	12	23.1		1	28	55		Galaxy	Com	15	vF, lE, com; = IC 3247
UGC 7461	185.90	6.08	12	23.6		1	6	5		Galaxy	Vir	11.4	Size: 2.3  B, pL, R, bM, 3rd of 3
UGC 7467	185.90	16.72	12	23.6		1	16	43		Galaxy	Com	11	Size: 4.1  pB, S, R, psbM
IC 3260	186.00	7.12	12	24		1	7	7		Galaxy	Vir	14	eF, vS, R; = IC 3260
IC 3256	185.90	7.05	12	23.6		1	7	3		Galaxy	Vir	14	Size: 1.1  eF, vS, R; = IC 3256
UGC 7465	185.93	6.95	12	23.7		1	6	57		Galaxy	Vir	12.1	Size: 2.8  pF, S, E; D?
UGC 7468	185.90	17.53	12	23.6		1	17	32		Galaxy	Com	13	Size: 1.9  vF, pS, R, vglbM, triangle 2 
	185.68	75.33	12	22.7		1	75	20		Star	Dra		F, pL, gbM
UGC 7463	185.88	47.00	12	23.5		1	47	0		Galaxy	CVn	12	Size: 3.5  vF, S, mE 100deg +/- , vsmbMB
	185.98	-3.23	12	23.9		-1	3	14			Vir		no description
MCG 0-32-3	185.98	-3.45	12	23.9		-1	3	27		Galaxy	Vir	13	Size: 3.5  F, pL, E 70deg +/- , vlbM
OCL 882	186.13	-61.90	12	24.5		-1	61	54		Open Cluster	Cru	7.4	Size: 16.  Cl, vB, vL, lC, st 12...14
UGC 7473	186.00	16.70	12	24		1	16	42		Galaxy	Com	11.1	Size: 3.2  cB, vS, mE, vsbM
NGC 4354	186.00	12.20	12	24		1	12	12		Galaxy	Vir	12.7	Size: 2.0  F, pL, iR, bM
UGC 7475	186.03	11.22	12	24.1		1	11	13		Galaxy	Vir	12.7	Size: 1.9  cF, cS, lE
IC 3266	186.00	7.78	12	24		1	7	47		Galaxy	Vir	14	Size: 1.3  no description; = IC 3266
NGC 4351	186.03	12.20	12	24.1		1	12	12			Vir		eeF, pL, v diffic; = 4351?
NGC 4418	186.05	-1.00	12	24.2		-1	1	0			Vir		eF, S, R
IC 3273	186.08	8.55	12	24.3		1	8	33		Galaxy	Vir	14	vF; = IC 3273
NGC 4381	186.00	48.77	12	24		1	48	46		Galaxy	CVn	14	Size: 3.8  F, pS, gbM; = 4381?
UGC 7479	186.00	58.40	12	24		1	58	24		Galaxy	UMa	14	cF, cS, lE
UGC 7483	186.05	31.52	12	24.2		1	31	31		Galaxy	Com	13	Size: 3.5  cF, pmE 90deg , vlbM
	186.08	9.28	12	24.3		1	9	17		Galaxy	Vir	13	Size: 1.7  F, F st inv, *9.5 np
ESO 573-PN19	186.13	-18.80	12	24.5		-1	18	48		Planetary Nebula	Crv	10	Size: 1.8  vB, L, R, vsmbMN, r
NGC 4364	186.05	58.37	12	24.2		1	58	22		Galaxy	UMa	15	vF, cS, R, r
ZWG 352. 32	185.88	74.95	12	23.5		1	74	57		Galaxy	Dra	15	Size: 1.5  eF, pL, iF
NGC 4362	186.00	58.40	12	24		1	58	24		Galaxy	UMa	14	cF, cS, R
UGC 7488	186.13	7.32	12	24.5		1	7	19		Galaxy	Vir	11	Size: 6.2  cB, pL, vlE, gl, smbM
MCG 1-32-50	186.25	7.45	12	25		1	7	27		?	Vir		eF; evidently not 4370
	186.15	12.18	12	24.6		1	12	11			Vir		vF, S, R
NGC 4325	186.18	10.60	12	24.7		1	10	36			Vir		vF, vS
UGC 7489	186.15	39.38	12	24.6		1	39	23		Galaxy	CVn	12	Size: 2.5  cB, S, R, mbMN, r
UGC 7492	186.23	7.45	12	24.9		1	7	27		Galaxy	Vir	14	Size: 1.6  pF, pS, lE, bM
UGC 7493	186.23	11.70	12	24.9		1	11	42		Galaxy	Vir	10.8	Size: 3.9  B, pS, R, gbM
GCL 19	186.45	-72.67	12	25.8		-1	72	40		Globular Cluster	Mus	7.8	Size: 18.6  glob. cl. , pF, L, R, st 12.
ESO 322-6	186.33	-39.75	12	25.3		-1	39	45		Galaxy	Cen	11.1	Size: 3.2  pB, S, R, pgvmbM
M 84	186.28	12.88	12	25.1		1	12	53		Galaxy	Vir	9.3	Size: 5.0  vB, pL, R, psbM, r; = M84
UGC 7496	186.25	28.55	12	25		1	28	33		Galaxy	Com	14	"Size: 1.6  F, S, R, bM, * nf 90"""
UGC 7498	186.33	4.93	12	25.3		1	4	56		Galaxy	Vir	14	F, S
UGC 7501	186.30	14.77	12	25.2		1	14	46		Galaxy	Com	11.8	Size: 1.8  B, S, R, smbM
UGC 7497	186.33	4.92	12	25.3		1	4	55		Galaxy	Vir	12	Size: 3.3  B, S, *8-9 sf 3'
UGC 7502	186.30	15.60	12	25.2		1	15	36		Galaxy	Com	11.7	Size: 2.1  pS, R, psbMN
UGC 7503	186.35	10.02	12	25.4		1	10	1		Galaxy	Vir	12	Size: 3.7  vF, pL, R, lbM
NGC 4357	186.28	48.83	12	25.1		1	48	50			CVn		F, S; = 4357?
M 85	186.35	18.18	12	25.4		1	18	11		Galaxy	Com	9.2	Size: 7.1  vB, pL, R, bM, * np; = M85
UGC 7507	186.35	16.47	12	25.4		1	16	28		Galaxy	Com	13	Size: 2.2  eS, stellar or neb* 11-12
UGC 7506	186.30	54.50	12	25.2		1	54	30		Galaxy	UMa	13	Size: 1.5  cF, S, iR
UGC 7515	186.43	0.57	12	25.7		1	0	34		Galaxy	Vir	12.4	Size: 2.3  vF, vS, alm stell
UGC 7491	186.13	75.53	12	24.5		1	75	32		Galaxy	Dra	12	Size: 3.0  pB, cL, lE, psmbM
UGC 7517	186.43	12.82	12	25.7		1	12	49		Galaxy	Vir	12	"Size: 1.9  pF, vS, R, *13 90"" np, np of "
UGC 7520	186.45	12.67	12	25.8		1	12	40		Galaxy	Vir	11.1	Size: 5.1  vF, E, sf of 2
UGC 7514	186.40	45.68	12	25.6		1	45	41		Galaxy	CVn	12	Size: 2.7  pB, pL, iE, vglbM
IC 3319-20	186.45	10.45	12	25.8		1	10	27		Galaxy	Vir	13	Size: 1.8  vF, pL, R; = IC 3319-20
UGC 7511	186.33	64.93	12	25.3		1	64	56		Galaxy	Dra	14	Size: 1.4  cF, S, R, sbM, ***  sp
MCG 8-23-23	186.30	45.87	12	25.2		1	45	52		Galaxy	CVn	14	cF, S, R, vgbM
UGC 7521	186.45	27.55	12	25.8		1	27	33		Galaxy	Com	13	Size: 3.3  vF, vL, iF, B* p; = IC 3323, 
UGC 7523	186.48	18.22	12	25.9		1	18	13		Galaxy	Com	10.9	Size: 3.9  pB, lE, bM
UGC 7524	186.45	33.55	12	25.8		1	33	33		Galaxy	CVn	10.2	Size: 12.9  eF, vL, np of Dneb
Ho 400a	186.50	15.67	12	26		1	15	40		Galaxy	Com	13	Size: 3.5  vF, pL, mE
	186.50	18.32	12	26		1	18	19		Triple Star	Com		vF, S, 4394 sp
	186.53	10.70	12	26.1		1	10	42		Star	Vir		F, pS, 4390 p 14s , 14' s
MCG 6-27-53	186.48	33.57	12	25.9		1	33	34			CVn		vF, forms trapezium with 4395, 4400, 440
MCG 6-27-53	186.48	33.57	12	25.9		1	33	34			CVn		vF
MCG 6-27-53	186.48	33.52	12	25.9		1	33	31			CVn		vF, vL, pslbM, sf of Dneb
Ho 403d	186.53	13.12	12	26.1		1	13	7		Galaxy	Vir	11.7	Size: 4.1  F, L, mE 90deg
MCG 1-32-8	186.58	-7.68	12	26.3		-1	7	41		Galaxy	Vir	14	vF, vS, E
MCG 1-32-9	186.60	-7.68	12	26.4		-1	7	41		Galaxy	Vir	14	vF, vS, E
IC 788	186.53	16.18	12	26.1		1	16	11		Galaxy	Com	13	Size: 2.0  pF, S, R, vsbM, r; = IC 788?
M 86	186.55	12.95	12	26.2		1	12	57		Galaxy	Vir	9.2	Size: 7.4  vB, L, R, gbMN, r; = M86
NGC 4413	186.58	12.65	12	26.3		1	12	39			Vir		f of 2 neb; = 4413?
ZWG 158.107	186.55	27.88	12	26.2		1	27	53		Galaxy	Com	15	F, S, r
NGC 4420	186.63	2.50	12	26.5		1	2	30			Vir		vF, pS, r; = 4420?
	186.63	9.02	12	26.5		1	9	1		Galaxy	Vir	14	Size: 1.3  pF, vL, R, gbM
	186.63	8.87	12	26.5		1	8	52		Galaxy	Vir	12.8	Size: 2.2  vF, L, 2'.5; = IC 3339
UGC 7536	186.65	3.97	12	26.6		1	3	58		Galaxy	Vir	13	Size: 1.5  F, pL, R, gbM, r
NGC 4407	186.63	12.62	12	26.5		1	12	37		Galaxy	Vir	13	Size: 2.5  cF, S, gbM, 2 st n, np
UGC 7539	186.60	31.22	12	26.4		1	31	13		Galaxy	Com	10.3	Size: 3.6  vB, L, E, g, vsmbM *
UGC 7540	186.65	8.42	12	26.6		1	8	25		Galaxy	Vir	14	Size: 1.5  eF, pS
UGC 7541	186.70	7.93	12	26.8		1	7	56		Galaxy	Vir	13	vF, L, R, *7 sp 5'
NGC 4437	186.70	9.58	12	26.8		1	9	35		Galaxy	Vir	11.2	Size: 3.6  F, pL, E, lbp
NGC 4355	186.73	-0.85	12	26.9		-1	0	51		Galaxy	Vir	14	F or vF, S or cL, R or mE, * nr
UGC 7551	186.73	15.05	12	26.9		1	15	3		Galaxy	Com	11.1	Size: 3.4  B, pmE 135deg +/- , sbM
NGC 4409	186.75	2.50	12	27		1	2	30		Galaxy	Vir	13	Size: 2.2  F, pL, lE, r; = 4409?
UGC 7554	186.75	15.47	12	27		1	15	28		Galaxy	Com	11.6	Size: 2.7  pB, pL, pgbM, B* np
MCG 1-32-10	186.83	-5.82	12	27.3		-1	5	49		Galaxy	Vir	14	F, vS, R, psbM, 2 S st nr
UGC 7556	186.78	5.87	12	27.1		1	5	52		Galaxy	Vir	14	Size: 2.3  vF, vS, E
UGC 7561	186.80	9.42	12	27.2		1	9	25		Galaxy	Vir	11.6	Size: 3.7  F, pL, iR, bM
